acc_no,author,title,publisher_info,year,isbn,storage_loc,subject,class_no
B17161,Venkataraman (R),"Pulse, Digital Circuits and comouter fundamentals","J.C.Kapur , Delhi",,,TLC-R-13-S-210,Computer Digital,681.32 VEN
B20892,Lindenberg (FM),Dedicated Digital Professors,"John Wiley & Sons Ltd,England",2004.0,0470844442,TLC-R-13-S-210,Computer Digital,681.32 LIN
B21800,Lathi (BP),Modern Digital and Analog communication systems,Oxford University Press,1983.0,9780198073802,TLC-R-13-S-210,Computer Digital,681.32 LAT
B2647,Mandl (M),Fundamentals of Digital Computers,"Prentice hall of India Pvt Ltd, New Delhi",1966.0,,TLC-R-13-S-210,Computer Digital,681.32 MAN
B18956,Leigh (WE),System Architecture : Software and Hardware Concepts,South - Westernpublishing Co,1988.0,05381088800,TLC-R-13-S-210,Computer Digital,681.32 LEI
B14522,Norton (P),The Hard Disk Companion,"Simon & Schuster, New York",1988.0,0133837610,TLC-R-13-S-210,Computer Digital,681.32 NOR
B15147,Ercegovac (MD),Digital systems and Hardware/Firmware Algorithms,,,,TLC-R-13-S-210,Computer Digital,681.32 ERC
B15415,Bartee (TC),Digital Computer Fudamentals sixth Edition,"McGraw Hill Book Company, New york",1976.0,0070038996,TLC-R-13-S-210,Computer Digital,681.32 BAR
B14155,Rembold (U),Computer- Aided Design and Manufacturing,"Springer Verlag, New York",1986.0,0387163212,TLC-R-13-S-210,Computer Digital,681.32 REM
B15508,Stallings (W),ISDN an Introduction,"Macmillan publishing Company, new York",1989.0,002946028X,TLC-R-13-S-210,Computer Digital,681.32 STA
B11086,Mano (M),Digital Design,"Prentice hall of India Pvt Ltd, New Delhi",1984.0,013213339,TLC-R-13-S-210,Computer Digital,681.32 MAN
B16926,Rajaraman (V),An Introduction to Digital Computer Design,"Prentice hall of India Pvt Ltd, New Delhi",1994.0,8120304373,TLC-R-13-S-210,Computer Digital,681.32 RAJ
B6457,Davcis (GB),Introduction to Electronic computers,"McGraw Hill Kogakusha, Ltd, Tokyo",1965.0,,TLC-R-13-S-210,Computer Digital,681.32 DAV
B2324,Scott (NR),Analog and Digital Technology,"McGraw Hill Kogakusha, Ltd, Tokyo",1960.0,,TLC-R-13-S-210,Computer Digital,681.32 SCO
B2669,Scott (NR),Analog and Digital computer Technology,"McGraw Hill Book Company, New york",1960.0,,TLC-R-13-S-210,Computer Digital,681.32 SCO
B07423,Hellerman (H),Computer System Performance,"McGraw Hill Kogakusha, Ltd, Tokyo",1975.0,,TLC-R-13-S-210,Computer Digital,681.32 HEL
B11009,Hayes (JP),Computer Architecture and Organization,"McGraw Hill International Book Company, London",1979.0,0070273634,TLC-R-13-S-210,Computer Digital,681.32 HAY
AUTO-00208,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B21925,Shostack (A),Threat Modelling,"John Wiley & Sons, Canada",2014.0,978111880999,TLC-R-13-S-211,Computer Network,681.324 SHO
B21090,Comer (DE),Internetworking with TCP/IP Volume - I,"PHI learning Private Ltd, New Delhi",2010.0,9788120329980,TLC-R-13-S-211,Computer Network,681.324 COM
B22126,Wehrle (K),Modelling and Tools for Network Simulation,"Springer, New york",2010.0,9783642123313,TLC-R-13-S-211,Computer Network,681.324 WEH
B21830,Menasce (DA),"Capacity Planning for Web Performance, Metrics, Models and Methods",Prentice Hall PTR,1998.0,0136938221,TLC-R-13-S-211,Computer Network,681.324 MEN
B17655,Chandrashekaran (M),Elements of Computer Science,"New Age International (P) Ltd, New Delhi",1996.0,8122408540,TLC-R-13-S-211,Computer Network,681.324 CHA
B22586,Allan (D),802.1 aq Shortest Path Bridging Design and Evolution,"IEEE, USA",2012.0,9781118148662,TLC-R-13-S-211,Computer Network,681.324 ALL
B21358,Halabi (S),"Internet Routing Architectures, Second edition","Pearson education, New Delhi",2012.0,9788131725948,TLC-R-13-S-211,Computer Network,681.324 HAL
B7426,Hilburn (J),Microcomp Micro process hardware software and applications,"Prentice Hall , New Jersey",1976.0,013580969X,TLC-R-13-S-211,Computer Network,681.324 HIL
B21122,Kinney (S),Trusted Platform Module Basics,"Elsevier, Amsterdam",2006.0,9780750679602,TLC-R-13-S-211,Computer Network,681.324 KIN
B21909,Liu C,DNS and BIND,"Shroff publishers, Mumbai",2006.0,9788184041965,TLC-R-13-S-211,Computer Network,681.324 ALB
B22572,Morreale (PA),Software Defined Networking,"CRC press, New York",2015.0,9781482238631,TLC-R-13-S-211,Computer Network,681.324 MOR
B18779,Falkner (M),Using Lotus Notes as an Intranet,"John Wiley & Sons, New York",1997.0,047117548X,TLC-R-13-S-211,Computer Network,681.324 FAL
B19751,Dennis (A),Networking In the Internet Age,John Wiley & Sons Inc,2002.0,0471201898,TLC-R-13-S-211,Computer Network,681.324 DEN
B18110,Wilensky (M),TCP/IP for Dummies,"Comdex, New Delhi",1997.0,,TLC-R-13-S-211,Computer Network,681.324 WIL
B16931,McNamara (JE),Local Area Networks,"Prentice Hall of India, New Delhi",1994.0,8120306813,TLC-R-13-S-211,Computer Network,681.324 NCN
B19362,Stevens (WR),TCP IP iIllustrated Vol- 3,"Pearson education, New Delhi",2000.0,817808340X,TLC-R-13-S-211,Computer Network,681.324 STE
B15513,Poulton (S),Packet Switching and X.25 Networks,"Pitman Publishing , London",1989.0,027302986X,TLC-R-13-S-211,Computer Network,681.324 POU
B21541,Blanchet (M),Migrating to IPv6,"John Wiley & Sons, England",2006.0,0471498920,TLC-R-13-S-211,Computer Network,681.324 BLA
B21918,Kartalopoulos (S),Next Generation Intelligent Optical Networks from Access to Backbone,"Springer, New york",2008.0,9780387717555,TLC-R-13-S-211,Computer Network,681.324 KAR
B19360,Stevens (WR),"TCP/IP illsutrated, Volume- 1","Pearson education, New Delhi",2000.0,8178081016,TLC-R-13-S-211,Computer Network,681.324 STE
B21794,Wright (GR),TCP/IP Illustrated Volume 2,"Addison Wesley, USA",1995.0,020163354X,TLC-R-13-S-211,Computer Network,681.324 GAR
B20873,Boukerche (A),Algorithms and Protocols for Wreless and Mobile HOC Networks,"Wiley & Sons, New Jersey",2009.0,9780470383582,TLC-R-13-S-211,Computer Network,681.324 BOU
B13376,Hallsal (F),Introduction to data communication and Computer Networks,"Addison Wesley, England",1985.0,0201145472,TLC-R-13-S-211,Computer Network,681.324 HAL
B19481,Steinke (S),Network Tutorial A complete Introduction to Networks,"CMP Books, USA",2003.0,1578203023,TLC-R-13-S-211,Computer Network,681.324 STE
B21801,Howes T (A),Understanding and Deploiyng LDAP Directory services,"Addison wesley, New York",2002.0,0672334461,TLC-R-13-S-211,Computer Network,681.324 HOW
B21662,Abbott (ML),The Art of Scalability,"Addison Wesley, New York",2010.0,9780137030422,TLC-R-13-S-211,Computer Network,681.324 ABB
B21457,Popoviciu (C),Deploying IPv6 Networks,"Cisco Press, USA",2006.0,1587052105,TLC-R-13-S-211,Computer Network,681.324 POP
B22275,Holt. (TJ),Cybercrime and Digital Forensics,"Routledge, London",2015.0,9781138021297,TLC-R-13-S-211,Computer Network,681.324 SPE
B17632,Kannan (N),Creative Computing using Basic,"New Age International (P) Ltd, New Delhi",1990.0,8122402666,TLC-R-13-S-211,Computer Network,681.324 KAN
B16551,Inmon (W.H),Developing Client/Server Applications,"BPB Publications, New Delhi",1993.0,,TLC-R-13-S-211,Computer Network,681.324 INM
B17496,Feit (SM),SNMP A guide to Network management,"McGraw Hill, Inc, New York",1995.0,007203598,TLC-R-13-S-211,Computer Network,681.324 FEI
B18112,Ahuja (V),Design and Analysis of Computer Communication Networks,"McGraw Hill, Inc, New York",1982.0,0070006970,TLC-R-13-S-211,Computer Network,681.324 AHU
B22713,Gallo (MA),Computer Communications and Networking Technologies,Thomson Brooks,2002.0,981240354X,TLC-R-13-S-211,Computer Network,681.324 GAL
B18812,Simpson (A),Internet To Go,"BPB Publications, New Delhi",1999.0,8176561215,TLC-R-13-S-211,Computer Network,681.324 SIM
B22713-DUP2,N,Novell and SUSE LINUX Courseware,Suse A Novell company,2004.0,,TLC-R-13-S-211,Computer Network,681.324 NOV
B18812-DUP2,Rusell (D),The Pri of Com Networks,"Cambridge University Press, New York",1989.0,0521327954,TLC-R-13-S-211,Computer Network,681.324 RUS
B14491,Garett (PN),Analog I/O Design,"Time Life Books, Virginia",1981.0,0835902080,TLC-R-13-S-211,Computer Network,681.324 GAR
AUTO-00209,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
AUTO-00210,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B9039,Krizan (BC),A Minicomputer Network Simulation System,,,,TLC-R-13-S-212,Computer Network,681.324 KRI
B11606,Time- Life Books,Understanding Computers Input/Output,"Time Life Books, Virginia",1987.0,,TLC-R-13-S-212,Computer Network,681.324 TIM
B18800,Derfler (FJ),How Networks Work 4th edition,"Techmedia, New Delhi",1999.0,,TLC-R-13-S-212,Computer Network,681.324 DER
B12891,ATC Architecture,The Ethernet- Type Local Networks Report- 2nd edition,"North Holland, The Netherlands",1986.0,,TLC-R-13-S-212,Computer Network,681.324 ATC
B15681,Mace (T),PC networking operating systems,"Computer technology Research , USA",1991.0,,TLC-R-13-S-212,Computer Network,681.324 MAC
B15679,TEC,Emerging PC LAN Tehnologies,"Computer technology Research , USA",1992.0,,TLC-R-13-S-212,Computer Network,681.324 TEC
B19596,Shelly (G.B),Business Data Communications,"Thomson Course Technology, Australia",2001.0,,TLC-R-13-S-212,Computer Network,681.324 SHE
B15290,Anderson (JA),Neurocomputing 2 Directions for Research,"The MIT press, England",1990.0,,TLC-R-13-S-212,Computer Network,681.324 JAM
B18214,Burke (J),Learning the Internet,Neal-Schuman Netguide series,1996.0,,TLC-R-13-S-212,Computer Network,681.324 BUR
B11801,Hansen (C),The Microcomputer User's Guide to Information Online,"Hayden Book Company, New Jersey",1984.0,,TLC-R-13-S-212,Computer Network,681.324 HBC
B16687,Keiser (GE),Local Area Networks,"McGraw Hill, Inc, New York",1989.0,,TLC-R-13-S-212,Computer Network,681.324 KEI
B14985,Grimbleby (JB),Computer Aided Analysis and Design of Electronic Networks,"Pitman Publishing , London",1990.0,0273031481,TLC-R-13-S-212,Computer Network,681.324 GRI
B12859,Holt.(JA),Cases and applications in LOTUS 1-2-3 with HAL,Galgotia Publications Pvt Ltd,1988.0,,TLC-R-13-S-212,Computer Network,681.324 HOL
B20027,Comer (DE),Computer Networks and Internets with internet applications,"Pearson education, New Delhi",2005.0,8129703300,TLC-R-13-S-212,Computer Network,681.324 COM
B19492,Concalves (M),Firewalls: A Complete Guide,"McGraw Hill, New Delhi",2000.0,0074639722,TLC-R-13-S-212,Computer Network,681.324 GON
B21715,Alonso (G),"Web services Concepts, Architectures and applications","Springer- Verlag, Germany",2010.0,9783642078880,TLC-R-13-S-212,Computer Network,681.324 ALO
B18755,Hunt (C),Windows NT TCP/IP Network Administration,"O Reilly , Beijing",1988.0,1565923774,TLC-R-13-S-212,Computer Network,681.324 HUN
B21362,Harte (L),Introduction to Data Multicasting,"Althos Publishing, TN",2008.0,1932813551,TLC-R-13-S-212,Computer Network,681.324 HAR
B17811,Stoltz (K),Windows 95 Networking Secrets,"Comdex, New Delhi",1996.0,,TLC-R-13-S-212,Computer Network,681.324 STO
B21356,Doyle (J),CCIE professional development Routing TCP/IP Volume- I,"Cisco Systems Inc, New Delhi",2006.0,,TLC-R-13-S-212,Computer Network,681.324 DOY
B21357,Doyle (J),CCIE professional development Routing TCP/IP Volume- I,"Cisco Systems Inc, New Delhi",2001.0,,TLC-R-13-S-212,Computer Network,681.324 DOY
B18746,Comer (DE),Internetworking with TCP/IP Volume - II- second edition,"Prentice Hall of India, New Delhi",1998.0,8120309278,TLC-R-13-S-212,Computer Network,681.324 DOU
B14731,Zornetzer (SF),An Introdution to Neural and Electronic Networks,Academic Press Inc,1990.0,0127818804,TLC-R-13-S-212,Computer Network,681.324 ZOR
B19127,Scrambet (J),Hacking Exposed Network Security Secrets & solutions - Second edition,"Tata McGraw Hill Publishing , New Delhi",2001.0,0070444811,TLC-R-13-S-212,Computer Network,681.324 SCA
B18441,Comer (DE),"Internetworking with TCP/IP Vol: 1 : Principles , Protocols, and Architecture Fourth edition","Prentice Hall of India, New Delhi",2004.0,8120320654,TLC-R-13-S-212,Computer Network,681.324 COM
B17481,Craig (P),Gigabit Networking,"Addison wesley Publishing Company, Massachusetts",1994.0,0201563339,TLC-R-13-S-212,Computer Network,681.324 PAR
B19385,Norton P,Peter Nortons COM GUI to WINNT 4 WOR,"Techmedia, New Delhi",1996.0,8187105623,TLC-R-13-S-212,Computer Network,681.324 PET
B17616,Tanenbaum (AS),Computer Networks- Second Edition,"Prentice Hall of India, New Delhi",1996.0,812030621X,TLC-R-13-S-212,Computer Network,681.324 TAN
B7496,Schwartz (M),Computer Communication Network Design and Analysis,"Prentice Hall of India, New Delhi",1977.0,013165134X,TLC-R-13-S-212,Computer Network,681.324 SCH
B10103,Chorafas (DN),Designing and implementing Local area networks,"McGraw Hill Book Company, New york",1984.0,0070108196,TLC-R-13-S-212,Computer Network,681.324 CHO
B19936,Elahi (A),Network communications Technology,"Delmar Thomson learning, Africa",2002.0,9812403558,TLC-R-13-S-212,Computer Network,681.324 ELA
B18977,Freer (JR),Computer Communication and Networks,"Pitman Publishing , London",1988.0,0273027891,TLC-R-13-S-212,Computer Network,681.324 FRE
B21705,Steel (C),Core Secuirity Patterns,"Pearson education, New Delhi",2006.0,8131701492,TLC-R-13-S-212,Computer Network,681.324 STE
AUTO-00211,Unknown Author,Untitled,,,,TLC-R-1-S-1,General,
B21619,Armitage (G),Quality of Service in IP Networks,"Pearson education, New Delhi",2000.0,1578701899,TLC-R-13-S-213,Computer Network,681.324 ARM
B20248,Hagino (Jii),IPv6 Network Programming,"Elseiver Inc, New Delhi",2006.0,9788131202142,TLC-R-13-S-213,Computer Network,681.324 HAG
B20146,Kasera (S),ATM Networks,Tata McGraw Hill Publishing Company,2006.0,0070583536,TLC-R-13-S-213,Computer Network,681.324 KAS
B22598,Northcutt (S),Inside Network Perimeter Security,"Sams Publishing , USA",2005.0,0672327376,TLC-R-13-S-213,Computer Network,681.324 NOR
B13312,Baker (DG),Local -Area Networks with Fiber Optic Applications,"Prentice Hall, New Jersey",1986.0,0835941000,TLC-R-13-S-213,Computer Network,681.324 BAK
B21846,Menasce (DA),"Capacity planning for Web services, Metrics, Models and Methods","Prentice Hall , New Jersey",2002.0,0130659037,TLC-R-13-S-213,Computer Network,681.324 MEN
B21172,Ruest,"Microsoft Windows Server 2008, The complete Reference","McGraw Hill Publishing Company, New Delhi",2008.0,9780070248588,TLC-R-13-S-213,Computer Network,681.324 RUE
B21624,Verma (DC),Principles of Computer Systemns and Network Management,"Springer, New York",2009.0,9780387890081,TLC-R-13-S-213,Computer Network,681.324 VER
B21617,Ash (GR),Traffic Engineering and QoS Optimization of Integrated Voice & Data Networks,"Elseiver , Amsterdam",2007.0,9780123706256,TLC-R-13-S-213,Computer Network,681.324 ASH
B21814,Odom (W),Cisco CCENT/CCNA Official Cert Guide,"Cisco Press, USA",2013.0,9781587143854,TLC-R-13-S-213,Computer Network,681.324 ODO
B21955,Wei (HY),"Wifi , Wimax, and the Multi- Hop Mesh Networks","Joh Wiley & Sons, New Jersey",2013.0,9780470481677,TLC-R-13-S-213,Computer Network,681.324 WEI
B20621,Zhang (Y),Security in Wireless Mesh Networks,"CRC Press, New York",2009.0,9780849382505,TLC-R-13-S-213,Computer Network,681.324 ZHA
B10922,Korf (RE),Learning to Solve Problems by searching for Macro - Operators,"Pitman Advanced Publishing Program, London",1985.0,0273086901,TLC-R-13-S-213,Computer Network,681.324 KOR
B21778,Basagni (S),Mobile AD HOC networking,"John Wiley & Sons, New Jersey",2013.0,9781118087282,TLC-R-13-S-213,Computer Network,681.324 BAS
B21783,Talukder (AK),Covergence Through All IP networks,"Pan Stanford Publishing, Singapore",2014.0,9789814364638,TLC-R-13-S-213,Computer Network,681.324 TAL
B22265,Fadia (A),An Ethical Hacking Guide to Corporate Security,"Macmillan Publishers India Ltd, Delhi",2004.0,9781403924452,TLC-R-13-S-213,Computer Network,681.324 FAD
B22406,Fonseca (NL),Cloud Services Networking and Management,"John Wiley & Sons, New Jersey",2015.0,9781118845943,TLC-R-13-S-213,Computer Network,681.324 FON
B21824,Rooney (T),"IP address Management , Priciples and Practice","John Wiley & Sons, New Jersey",2011.0,9780470880654,TLC-R-13-S-213,Computer Network,681.324 ROO
B17531,Stallings (W),"SNMP, SNMPv2 and CMIP , The Practical Guide to Network Management Standards","Addison Wesley Publishing, Masssachusetts",1993.0,0201633310,TLC-R-13-S-213,Computer Network,681.324 STA
B21336,Blum (R),C# Network Programming,"Sybex, USA",2003.0,0782141765,TLC-R-13-S-213,Computer Network,681.324 BLU
B21540,Maufer (T),Deploying IP multicast in the enterprise,"Prentice Hall , New Jersey",1998.0,0138976872,TLC-R-13-S-213,Computer Network,681.324 MAU
B22518,Miao (G),Energy and spectrum efficient Wireless Network Design,"Cambridge University Press, UK",2015.0,9781107039889,TLC-R-13-S-213,Computer Network,681.324 MIA
B19131,Minoli (D),"LAN, ATM, and LAN emulation Technologies","Artech House, Boston",1996.0,0890069166,TLC-R-13-S-213,Computer Network,681.324 MIN
B17639,Seldman's (M),Dr.Marty Seldman's Super Selling through Self Talk,"Universal Book stall, New Delhi",1991.0,8185274215,TLC-R-13-S-213,Computer Network,681.324 RAJ
B20272,Viscarola (PG),Windows NT Device driver Development,"Techmedia, New Delhi",1999.0,8176351938,TLC-R-13-S-213,Computer Network,681.324 VIS
B20966,Bridges (SPM),Low-Cost Local Area Networks,"Galgotia publications pvt Ltd, New Delhi",1990.0,,TLC-R-13-S-213,Computer Network,681.324 BRI
B22271,Marcella (AJ),"Cyber Forensics A field Manual for Collecting, Examining and Preserving Evidence of computer crimes","Auerbach Publications, New York",2008.0,9787508400,TLC-R-13-S-213,Computer Network,681.324 MAR
B21623,Szigeti (T),End to End QoS Network Design,"Cisco Press, USA",2005.0,1587051761,TLC-R-13-S-213,Computer Network,681.324 SZI
B12856,Margolis (A),Troublseshooting and Repairing the new Personal Computers,"BPB Publications, New Delhi",1988.0,,TLC-R-13-S-213,Computer Network,681.324 MAR
B22584,Amit (Y),2D Object Detection and Recognition,"Massachusetts Institute of Technology, USA",2002.0,0262011948,TLC-R-13-S-213,Computer Network,681.324 AMI
B21618,Abbott (ML),Scalability Rules,"Pearson education, USA",2011.0,9780321753885,TLC-R-13-S-213,Computer Network,681.324 ABB
B22314,Perkins (D),Understanding SNMP MIB's,"Prentice Hall PTR,New Jersey",1997.0,0134377087,TLC-R-13-S-213,Computer Network,681.324 PER
B18809,Crumlish (C),The ABC's of the Internet,"BPB Publications, New Delhi",1998.0,817029911X,TLC-R-13-S-213,Computer Network,681.324 CRU
B18512,Stallings (W),Network and Internetwork Security principles and practice,"Prentice Hall, New Jersey",1994.0,0024154830,TLC-R-13-S-213,Computer Network,681.324 WIL
